patent no;patent title;chemical type 1
US2015164816;FORTIFIED MICRONUTRIENT SALT FORMULATIONS;Biotin
US2012231069;TARGETED NANOCARRIER SYSTEMS FOR DELIVERY OF ACTIVES ACROSS BIOLOGICAL MEMBRANES;Biotin
US6537543;INTESTINAL ACTIVATION FOOD USING NATTO POWDER;Biotin
US5310555;ORAL NUTRITIONAL AND DIETARY COMPOSITION;Biotin
US2018289625;CAPSULE WITH VOLUME-ADJUSTABLE INTERNAL DIAPHRAGM;Biotin
US2018368458;TIME RELEASE VITAMINS AND MINERALS IN EDIBLE OILS;Biotin
US3833739;VITAMIN ENRICHED POTATO FLAKES;Biotin
US2014356424;COMPOSITION FOR TREATMENT OR REDUCTION OF SYMPTOMS RELATED TO PREMENSTRUAL SYNDROME (PMS), PREMENSTRUAL DISPHORIC DISORDER (PMDD), PREMENOPAUSE, MENOPAUSE OR FEMALE HORMONAL DISORDERS, IN A PHARMACEUTICAL COMPOSITION CONTAINING SAID FORM, AND PROCESS FOR PRODUCING SAID PHARMACEUTICAL FORM AND USE OF SAID COMPOSITION;Biotin
US2011008308;Composition for hair, skin, nails;Biotin
US2018193483;DRUG FORMULATION BASED ON PARTICULATES COMPRISING POLYSACCHARIDE-VITAMIN CONJUGATE;Biotin
US2006115555;NUTRITIONAL SUPPLEMENTS CONTAINING XANTHONE EXTRACTS;Biotin
US2005202104;METHOD OF ENHANCEMENT OF COGNITIVE SKILLS;Biotin
US2016279058;PROTEIN-BASED GEL DELIVERY SYSTEM;Biotin
US5780039;ORALLY-INGESTIBLE NUTRITION COMPOSITIONS HAVING IMPROVED PALATABILITY;Biotin
US5770215;Multivitamin/vascular occlusion inhibiting composition;Biotin
US2017348430;MICELAR DELIVERY SYSTEM BASED ON ENZYME-RESPONSIVE AMPHIPHILIC PEG-DENDRON HYBRID;Biotin
US5126328;PROCESS FOR CROSSLINKING GELATIN;Biotin
US2013101569;HAIR GROWTH STIMULANT;Biotin
US2002172721;VITAMIN FORMULATION FOR CARDIOVASCULAR HEALTH;Biotin
US6500463;Encapsulation of sensitive components into a matrix to obtain discrete shelf-stable particles;Biotin
US2007141096;ENCAPSULATION OF SENSITIVE LIQUID COMPONENTS INTO A MATRIX TO OBTAIN DISCRETE SHELF-STABLE PARTICLES;Biotin
US2008161318;NOVEL COMPOSITIONS AND USES THEREOF;Biotin
US3574826;HYDROPHILIC POLYMERS HAVING VITAMINS ABSORBED THEREIN;Biotin
US5759559;METHOD AND COMPOSITION FOR TREATING ACNE;Biotin
US2004213857;MULTI-VITAMIN AND MINERAL SUPPLEMENT FOR PREGNANT WOMEN;Biotin
US5973224;DIETETICAL COMBINATION PREPARATIONS;Biotin
US8613961;DERMATOLOGICAL CREAM WITH NATURAL INGREDIENTS BASE;Amino
US2006115555;NUTRITIONAL SUPPLEMENTS CONTAINING XANTHONE EXTRACTS;Pantothenic acid
US3160564;MULTI-VITAMIN COMPOSITION CONTAINING PANTOTHENAMIDE;Pantothenic acid
US5770215;Multivitamin/vascular occlusion inhibiting composition;Pantothenic acid
US2014056968;LIPOSOME FORMULATION COMPRISING AN ANTI-TUMOUR ACTIVE SUBSTANCE, METHOD FOR ITS PREPARATION AND PHARMACEUTICAL COMPOSITIONS COMPRISING IT;Pantothenic acid
US2016279058;PROTEIN-BASED GEL DELIVERY SYSTEM;Pantothenic acid
US2016038530;NUTRITIONAL SUPPLEMENT TO COMPLEMENT CANCER THERAPY;Pantothenic acid
US2002160060;ENRICHED SPREADS;Pantothenic acid
US3574826;HYDROPHILIC POLYMERS HAVING VITAMINS ABSORBED THEREIN;Pantothenic acid
US5310555;ORAL NUTRITIONAL AND DIETARY COMPOSITION;Pantothenic acid
US2007141096;ENCAPSULATION OF SENSITIVE LIQUID COMPONENTS INTO A MATRIX TO OBTAIN DISCRETE SHELF-STABLE PARTICLES;Pantothenic acid
US2015164816;FORTIFIED MICRONUTRIENT SALT FORMULATIONS;Pantothenic acid
US2014356424;COMPOSITION FOR TREATMENT OR REDUCTION OF SYMPTOMS RELATED TO PREMENSTRUAL SYNDROME (PMS), PREMENSTRUAL DISPHORIC DISORDER (PMDD), PREMENOPAUSE, MENOPAUSE OR FEMALE HORMONAL DISORDERS, IN A PHARMACEUTICAL COMPOSITION CONTAINING SAID FORM, AND PROCESS FOR PRODUCING SAID PHARMACEUTICAL FORM AND USE OF SAID COMPOSITION;Pantothenic acid
US6451351;METHOD FOR PREPARING GEL WITH CALCIUM SALTS OF ORGANIC ACIDS;Pantothenic acid
US2002172721;VITAMIN FORMULATION FOR CARDIOVASCULAR HEALTH;Pantothenic acid
US6500463;Encapsulation of sensitive components into a matrix to obtain discrete shelf-stable particles;Pantothenic acid
US4022883;COMPOSITION FOR ALLEVIATION OF UREMIC SYMPTOMS AND METHOD FOR ITS PREPARATION;Pantothenic acid
US2014234406;NOVEL NANOPARTICULATE SUSPENSION FOR INCORPORATING FAT-SOLUBLE VITAMINS IN THE TREATMENT OF HAIR THINNING AND HAIR LOSS;Pantothenic acid
US5002780;MAGNESIUM SALT OF A FATTY ACID ACYL LACTYLATE;Pantothenic acid
US2519487;MULTIVITAMIN PREPARATION;Pantothenic acid
US2003170324;25-HYDROXY VITAMIN D3 COMPOSITIONS;Pantothenic acid
US3833739;VITAMIN ENRICHED POTATO FLAKES;Pantothenic acid
US2013101569;HAIR GROWTH STIMULANT;Pantothenic acid
US2016205969;SOLID DIETARY COMPOSITIONS FOR RUMINANTS AND METHODS OF MAKING AND USING THE SAME;Pantothenic acid
US2002004069;Discoloration-resistant vitamin composition;Pantothenic acid
US2008161318;NOVEL COMPOSITIONS AND USES THEREOF;Pantothenic acid
US2011008308;Composition for hair, skin, nails;Pantothenic acid
US2018193483;DRUG FORMULATION BASED ON PARTICULATES COMPRISING POLYSACCHARIDE-VITAMIN CONJUGATE;Pantothenic acid
US5759559;METHOD AND COMPOSITION FOR TREATING ACNE;Pantothenic acid
US2005202104;METHOD OF ENHANCEMENT OF COGNITIVE SKILLS;Pantothenic acid
US2010203106;METHOD FOR ENCAPSULATING AMINO ACIDS, VITAMINS AND MEDICATIONS AND METHOD FOR INCREASING RUMEN BYPASS OF AMINO ACIDS, VITAMINS AND MEDICATIONS;Pantothenic acid
US6485528;Agents for treating keratin fibers;Pantothenic acid
US5002779;DRY STABLE CHOCOLATE BEVERAGE CONTAINING IRON AND VITAMIN C;Pantothenic acid
US2009074860;NUTRITIONAL BEVERAGE WITH SKIN IMPROVEMENT AIDS;Pantothenic acid
US5126328;PROCESS FOR CROSSLINKING GELATIN;Pantothenic acid
US2009053317;MICROPARTICULATE SYSTEMS FOR THE ORAL ADMINISTRATION OF BIOLOGICALLY ACTIVE SUBSTANCES;Antioxidants
US2011014288;MICROCAPSULES COMPRISING A FAT-SOLUBLE ACTIVE SUBSTANCE;Vitamins
US2009095164;METHOD OF ENHANCING BEVERAGES BY MEANS OF A UNIQUE MICROENCAPSULATED DELIVERY SYSTEM;Vitamins
US2010055174;CHEWABLE SOFTGEL CAPSULES;Vitamins
US2005238675;WATER-SOLUBLE FORMULATIONS OF FAT SOLUBLE VITAMINS AND PHARMACEUTICAL AGENTS AND THEIR APPLICATIONS;Vitamins
US2008057111;HERBAL COMPOSITION FOR FLU PREVENTION AND TREATMENT;Vitamins
US2006078632;COMPOSITION COMPRISING BAMBOO EXTRACT AND THE COMPOUNDS ISOLATED THEREFROM SHOWING TREATING AND PREVENTING ACTIVITY FOR INFLAMMATORY AND BLOOD CIRCULATION DISEASE;Vitamins
US2006153910;LOWERING BLOOD GLUCOSE, UREA, CHOLESTEROL, TRIGLYCERIDES AND NORMALIZING HOMOCYSTEINE LEVELS BY DIETARY ADDITION OF SELECTED ESSENTIAL AMINO ACIDS AND THREE VITAMINS;Vitamins
US2015164816;FORTIFIED MICRONUTRIENT SALT FORMULATIONS;Vitamins
US7124817;Method of treating a hydrocarbon bearing formation;Vitamins
US6325859;PROCESS FOR PREPARING BEADS AS FOOD OR TOBACCO ADDITIVE;Vitamins
US5770215;Multivitamin/vascular occlusion inhibiting composition;Vitamins
US2005118273;MICROCAPSULES AND ORAL COMPOSITION CONTAINING THE SAME;Vitamins
US5002780;MAGNESIUM SALT OF A FATTY ACID ACYL LACTYLATE;Vitamins
US6485528;Agents for treating keratin fibers;Vitamins
US2014121610;GARMENT AND METHOD USED TO PROVIDE HYDRATION AND ELASTICITY TO THE SKIN OF ABDOMEN AREA;Vitamins
US2010291206;ORAL DOSAGE FORM;Vitamins
US4556564;FEEDING OF ZEOLITE A TO POULTRY;Vitamins
US10098840;NANOPARTICULATE COMPOSITION CONTAINING ANTIBIOTICS FOR INTRAMAMMARY ADMINISTRATION IN ANIMALS;Vitamins
US2018280333;FISH EGG EXTRACTS, OMEGA-3 LIPID-BASED COMPOSITIONS AND USES THEREOF;Vitamins
US2011250298;COMPOSITION TO HELP PROTECT A USER AGAINST LIVER DAMAGE FROM ALCOHOL CONSUMPTION;Vitamins
US5342626;COMPOSITION AND PROCESS FOR GELATIN-FREE SOFT CAPSULES;Vitamins
US2851786;METHOD FOR DRYING GELATING CAPSULES;Vitamins
US2017056339;FORMULATION OF FAT-SOLUBLE VITAMIN;Vitamins
US2008213246;SUPPLEMENTS FOR PAIN MANAGEMENT;Vitamins
US2006188607;ORAL COMPOSITIONS COMPRISING EDIBLE OILS AND VITAMINS AND/OR MINERALS AND METHODS FOR MAKING ORAL COMPOSITIONS;Vitamins
US6172114;Creatine supplement;Vitamins
US2008260929;EXPRESSION OF FATTY ACID DESATURASES IN CORN;Vitamins
US2008161318;NOVEL COMPOSITIONS AND USES THEREOF;Vitamins
US2008254098;NEURAL TUBE BIRTH DEFECT REDUCTION WITH FOLIC ACID DELIVERY IN CATAMENIAL HYGIENE PRODUCTS;Vitamins
US2008057113;PHARMACEUTICAL ANTI-HERPETIC COMPOSITION, METHOD FOR PRODUCING A DOSAGE FORM BASED THEREON AND METHOD FOR THE USE THEREOF;Vitamins
US8201691;PILL INTAKE REMINDER AND CONTAINER CAP DEVICE AND METHOD OF USE THEREOF;Vitamins
US2006115555;NUTRITIONAL SUPPLEMENTS CONTAINING XANTHONE EXTRACTS;Vitamins
US6174542;DIETARY SUPPLEMENTS AND FOOD PRODUCTS FOR TREATING SYMPTOMS OF PMS;Vitamins
US5180747;STABILIZED FAT-SOLUBLE VITAMIN COMPOSITIONS;Vitamins
US2005208118;Preparations of encapsulated bioavailable chelating agents for detoxifying humans and animals;Vitamins
US2519487;MULTIVITAMIN PREPARATION;Vitamins
US6500463;Encapsulation of sensitive components into a matrix to obtain discrete shelf-stable particles;Vitamins
US5532002;GELATIN PHARMACEUTICAL FORMULATIONS;Vitamins
US5759559;METHOD AND COMPOSITION FOR TREATING ACNE;Vitamins
US6436453;PRODUCTION OF OIL ENCAPSULATED MINERALS AND VITAMINS IN A GLASSY MATRIX;Vitamins
US2004191295;COMPOSITION AND METHOD FOR VIRAL INHIBITION;Vitamins
US2005095338;FOOD PRODUCT CONTAINING GEL CAPSULES OR TABLETS;Vitamins
US5288550;PRODUCTION METHOD OF NON-FITTING TYPE CAPSULE AND NON-FITTING TYPE CAPSULE PRODUCED THEREBY;Vitamins
US10098849;ANTI-RADICAL AGENTS;Vitamins
US10155919;DELIVERY PARTICLE;Vitamins
US5153005;COMPOSITION AND METHOD FOR PREVENTING FLUOROSIS;Vitamins
US2650895;SPRAY DRIED VITAMIN A AND D EMULSION;Vitamins
US2008160084;NATURAL WATER-INSOLUBLE ENCAPSULATION COMPOSITIONS AND PROCESSES FOR PREPARING SAME;Vitamins
US2015064244;KONJAC FORMULATION AND METHOD FOR PREPARING THE SAME;Vitamins
US6086910;FOOD SUPPLEMENTS;Vitamins
US3242051;COATING BY PHASE SEPARATION;Vitamins
US5916591;SOFT GELATIN CAPSULES;Vitamins
US2011280960;THICK PINE NEEDLE EXTRACT COMPOSITION FOR CAPSULATION;Vitamins
US2003072827;SKIN TREATMENT;Vitamins
US2012202694;PRODUCTION OF ENCAPSULATED NANOPARTICLES AT COMMERCIAL SCALE;Vitamins
US6228387;Integrated comprehensive hemorrhoid treatment compositions and regimen;Vitamins
US2015125498;NEW PARTICLE STABILIZED EMULSIONS AND FOAMS;Vitamins
US2015224035;NANOPARTICLE BASED COSMETIC COMPOSITION;Vitamins
US3565559;PROCESS FOR MAKING MICROCAPSULES;Vitamins
US6893658;SOFT CAPSULES;Vitamins
US5098718;ENZYMATICALLY DEGRADABLE COATING COMPOSITIONS FOR FEED ADDITIVES INTENDED FOR RUMINANTS;Vitamins
US5824323;Skin lotion composition and softgel filled therewith and methods for making and using same;Vitamins
US8501258;METHOD FOR PREPARING MILK-BASED BEVERAGES;Vitamins
US10016363;PRE-SPRAY EMULSIONS AND POWDERS CONTAINING NON-POLAR COMPOUNDS;Vitamins
US5973224;DIETETICAL COMBINATION PREPARATIONS;Vitamins
US4670247;PROCESS FOR PREPARING FAT-SOLUBLE VITAMIN ACTIVE BEADLETS;Vitamins
US2018325915;CHLOROPHYLL COMPOSITION;Vitamins
US4612194;Anti-rheumatic agents and their use;Vitamins
US2008089941;FUCOIDAN COMPOSITIONS AND METHODS;Vitamins
US5837221;Polymer-lipid microencapsulated gases for use as imaging agents;Vitamins
US2005202104;METHOD OF ENHANCEMENT OF COGNITIVE SKILLS;Vitamins
US2015296821;FERMENTED DAIRY PRODUCT COMPRISING MICROCAPSULES AND PROCESS FOR PREPARING THE SAME;Vitamins
US6048562;ENCAPSULATION PROCESS;Vitamins
US2014234406;NOVEL NANOPARTICULATE SUSPENSION FOR INCORPORATING FAT-SOLUBLE VITAMINS IN THE TREATMENT OF HAIR THINNING AND HAIR LOSS;Vitamins
US2002004069;Discoloration-resistant vitamin composition;Vitamins
US8613961;DERMATOLOGICAL CREAM WITH NATURAL INGREDIENTS BASE;Vitamins
US2003082277;SYSTEM AND METHOD FOR ON-LINE MIXING AND APPLICATION OF SURFACE COATING COMPOSITIONS FOR FOOD PRODUCTS;Vitamins
US6090414;METHOD AND COMPOSITION TO REDUCE CANCER INCIDENCE;Vitamins
US2691619;FAT-SOLUBLE VITAMIN-CONTAINING PRODUCTS AND PROCESS THEREFOR;Vitamins
US2006073996;LIQUID SOAP WITH VITAMIN BEADS AND METHOD FOR MAKING SAME;Vitamins
US2012269794;NUTRACEUTICAL COMPOSITION THAT COMPRISES EXTRACT OF SHILAJIT, FOLIC ACID, VITAMIN B12 AND VITAMIN B6 AND THE USE THEREOF FOR PREVENTING AND/OR TREATING NEURODEGENERATIVE DISEASES AND/OR THE COGNITIVE DETERIORATION ASSOCIATED WITH CEREBRAL AGEING;Vitamins
US5925381;Encapsulation of oleophilic substances and compositions produced thereby;Vitamins
US2001023351;Skin abrasion system and method;Vitamins
US2006258861;COMPOUNDS FOR THE TREATMENT OF INFLAMMATORY DISEASES;Vitamins
US2010310726;NOVEL PREPARATION OF AN ENTERIC RELEASE SYSTEM;Vitamins
US6020333;Compositions containing in particular, riboflavin, for the local prevention of diseases of the genital and rectal mucus membranes;Vitamins
US2011262553;COMPOSITIONS SUITABLE FOR TREATING CUTANEOUS SIGNS OF AGING;Vitamins
US10144940;METHOD FOR PRODUCING HAEMOPHILUS INFLUENZAE TYPE B ANTIGENS;Vitamins
US2007068959;PREPARING INDIVIDUALIZED DOSAGE FORMS OF MEDICAMENTS;Vitamins
US3833739;VITAMIN ENRICHED POTATO FLAKES;Vitamins
US5976568;MODULAR SYSTEM OF DIETARY SUPPLEMENT COMPOSITIONS FOR OPTIMIZING HEALTH BENEFITS AND METHODS;Vitamins
US5626881;HUMATE DIETARY SUPPLEMENT;Vitamins
US3767825;METHOD OF COATING FOOD PARTICLES WITH A BLEND OF VITAMINS A AND C;Vitamins
US5145675;TWO STEP METHOD FOR PREPARATION OF CONTROLLED RELEASE FORMULATIONS;Vitamins
US2002012644;GINSENG BERRY TOPICAL PRODUCTS;Vitamins
US2006051425;METHOD OF MICROENCAPSULATION;Vitamins
US2014356424;COMPOSITION FOR TREATMENT OR REDUCTION OF SYMPTOMS RELATED TO PREMENSTRUAL SYNDROME (PMS), PREMENSTRUAL DISPHORIC DISORDER (PMDD), PREMENOPAUSE, MENOPAUSE OR FEMALE HORMONAL DISORDERS, IN A PHARMACEUTICAL COMPOSITION CONTAINING SAID FORM, AND PROCESS FOR PRODUCING SAID PHARMACEUTICAL FORM AND USE OF SAID COMPOSITION;Vitamins
US2007122398;ENCAPSULATED HYDROPHILIC COMPOUNDS;Vitamins
US2013101569;HAIR GROWTH STIMULANT;Vitamins
US2008095807;COSMETIC SOAP;Vitamins
US2010203106;METHOD FOR ENCAPSULATING AMINO ACIDS, VITAMINS AND MEDICATIONS AND METHOD FOR INCREASING RUMEN BYPASS OF AMINO ACIDS, VITAMINS AND MEDICATIONS;Vitamins
US6662081;MEDICATION REGIMEN CONTAINER AND SYSTEM;Vitamins
US2003148992;SUSTAINED RELEASE VITAMIN COMPOSITION;Vitamins
US2014348910;TOPICAL FORMULATIONS INCLUDING LIPID MICROCAPSULE DELIVERY VEHICLES AND THEIR USES;Vitamins
US3663697;3 - METHYLQUINOXALINE - 2 - CARBOXAMIDE-1,4-DIOXIDES FOR THE CONTROL OF SALMONELLA CHOLERAESUIS INFECTIONS;Vitamins
US4935243;Chewable, edible soft gelatin capsule;Vitamins
US2007082064;NUTRITIONAL OR DIETARY SUPPLEMENT FOR THE TREATMENT OF MACULAR DEGENERATION;Vitamins
US4582708;ANIMAL FEED SUPPLEMENT;Vitamins
US2018368458;TIME RELEASE VITAMINS AND MINERALS IN EDIBLE OILS;Vitamins
US2011107524;DELIVERY PARTICLE;Vitamins
US2018000743;MODIFIED ALGINATE HYDROGELS FOR THERAPEUTIC AGENTS, THEIR PREPARATION AND METHODS THEREOF;Vitamins
US3574826;HYDROPHILIC POLYMERS HAVING VITAMINS ABSORBED THEREIN;Vitamins
US2013052252;HARD COATED CONFECTIONARY HAVING A CONSUMABLE SOFT CHEWING CORE WITH A HEAT SENSITIVE PARTICULATE ACTIVE AND METHOD FOR MAKING SAME;Vitamins
US2008118544;DRUG RELEASING COATINGS FOR MEDICAL DEVICES;Vitamins
US3475535;METHOD OF ANALEPTIC TREATMENT WITH 1,4-ENDOMETHYLENE - DELTA**5 - CYCLOHEXENE - 2,3-TRANS - DICARBOXYLIC ACID BIS - DIETHYL-AMIDE;Vitamins
US3634582;PHARMACEUTICAL COMPOSITIONS;Vitamins
US2011059171;ORAL GALENIC FORMULATION INCLUDING KETOROLAC AND B-COMPLEX VITAMINS, IN WHICH VITAMIN B6 IS IN AN OUTER LAYER SEPARATED FROM THE REST OF THE ACTIVE PRINCIPLES;Vitamins
US2013316004;COMPOSITIONS AND METHODS FOR STABILIZING SUSCEPTIBLE COMPOUNDS;Vitamins
US3160564;MULTI-VITAMIN COMPOSITION CONTAINING PANTOTHENAMIDE;Vitamins
US2010175352;AUTOMATED PHARMACEUTICAL PRODUCT PACKAGING, INSPECTION, VERIFICATION, AND COUNTING APPARATUS;Vitamins
US5780039;ORALLY-INGESTIBLE NUTRITION COMPOSITIONS HAVING IMPROVED PALATABILITY;Vitamins
US2009297569;ORAL HYGIENE TABLETS AND CAPSULES FOR DIRECT ORAL DELIVERY OF ACTIVE INGREDIENTS;Vitamins
US5520991;Cosmetic preparations for revitalizing the skin;Vitamins
US6174890;ANTI-STRESS, ANTI-IMPAIRMENT AND ANTI-AGING DRUG AND PROCESS FOR MANUFACTURING THEREOF;Vitamins
US6426080;COSMETIC PREPARATION OF ACTIVE SUBSTANCES WITH HIGH PROTECTION FACTOR AGAINST FREE RADICALS;Vitamins
US5126328;PROCESS FOR CROSSLINKING GELATIN;Vitamins
US2015230499;DIETARY COMPOSITIONS COMPRISING CAPSULES OBTAINED BY COACERVATION WITHOUT THE USE OF TOXIC CROSS-LINKING AGENTS;Vitamins
US5292534;Sustained release composition and method utilizing xanthan gum and an active ingredient;Vitamins
US2005058704;CAPSULE CONTAINING ACTIVE SUBSTANCE PELLETS;Vitamins
US2004260364;COMBINED SAUNA AND ENVIRONMENTAL CAPSULE;Vitamins
US2003170324;25-HYDROXY VITAMIN D3 COMPOSITIONS;Vitamins
US2015352140;BIOMASS-BASED DIETARY SUPPLEMENT;Vitamins
US2015224150;PREPARATION AND METHOD FOR THE PROPHYLAXIS AND TREATMENT OF ATYPICAL OSTEOPOROSIS;Vitamins
US2007021497;VITAMIN E COMPOSITIONS;Vitamins
US2002127303;COMPOSITIONS COMPRISING FAT SOLUBLE SUBSTANCES IN A GLASSY CARBOHYDRATE MATRIX;Vitamins
US2002160060;ENRICHED SPREADS;Vitamins
US2937091;STABILIZED FAT-SOLUBLE VITAMIN AND METHOD OF MAKING SAME;Vitamins
US5599556;PROLAMINE COATINGS FOR TASTE MASKING;Vitamins
US2005176644;COMPOUNDS AND COMPOSITIONS FOR PREVENTION OF OVERDOSE OF OXYCODONE;Vitamins
US4182778;ENCAPSULATION OF VITAMIN AND MINERAL NUTRIENTS;Vitamins
US2218592;VITAMIN PREPARATION AND METHOD OF MAKING SAME;Vitamins
US2016279058;PROTEIN-BASED GEL DELIVERY SYSTEM;Vitamins
US2005214383;MULTI-VITAMIN AND MINERAL NUTRITIONAL SUPPLEMENTS;Vitamins
US2005112236;DELIVERY SYSTEM FOR ACTIVE COMPONENTS AS PART OF AN EDIBLE COMPOSITION HAVING PRESELECTED TENSILE STRENGTH;Vitamins
US6086915;COMPOSITIONS AND METHODS OF ADJUSTING STEROID HORMONE METABOLISM THROUGH PHYTOCHEMICALS;Vitamins
US2008186031;METHOD AND DEVICE FOR MEASURING MASS AND/OR MOISTURE OF THE CONTENT OF CAPSULES;Vitamins
US6365181;THIXATROPIC GELATIN CARRIER COMPOSITION;Vitamins
US2003073738;NONTOXIC POTENTIATION/SENSITIZATION OF CANCER THERAPY BY SUPPLEMENTARY TREATMENT WITH COMBINED VITAMINS C AND K3;Vitamins
US2009209661;DELIVERY PARTICLE;Vitamins
US2010159029;COMPOSITION AND NUTRITIONAL SUPPLEMENTS FOR IMPROVING OCULAR HEALTH AND REDUCING OCULAR INFLAMMATORY RESPONSE;Vitamins
US2018078598;DIETARY SUPPLEMENTS CONTAINING DEHYDRATED STRAWBERRY;Vitamins
US5776490;COMPLEX PROTEIN-WALLED MICROCAPSULES CONTAINING LIPID-WALLED MICROCAPSULES AND METHOD FOR PRODUCING SAME;Vitamins
US2015174176;PREPARATION AND METHOD FOR THE PROPHYLAXIS AND TREATMENT OF OSTEOPOROSIS AND BONE FRACTURES;Vitamins
US2006292217;NUTRITIONAL SUPPLEMENT AND SOFT GELATIN CAPSULE DELIVERY SYSTEM;Vitamins
US4389419;Vitamin encapsulation;Vitamins
US5310555;ORAL NUTRITIONAL AND DIETARY COMPOSITION;Vitamins
US6468568;OLIGOSACCHARIDE ENCAPSULATED MINERAL AND VITAMIN INGREDIENTS;Vitamins
US2002146471;METHOD AND COMPOSITION FOR IMPROVING SEXUAL FITNESS;Vitamins
US6596306;Drug delivery system:formulation for fat-soluble drugs;Vitamins
US2010158984;Encapsulates;Vitamins
US2012015011;COSMETIC COMPOSITION COMPRISING DOUBLE-SHELL NANO-STRUCTURE;Vitamins
US10092779;ORAL CARE COMPOSITION COMPRISING CAPSULES;Vitamins
US5846569;COLOSTRUM SUPPLEMENT;Vitamins
US4230687;ENCAPSULATION OF ACTIVE AGENTS AS MICRODISPERSIONS IN HOMOGENEOUS NATURAL POLYMERIC MATRICES;Vitamins
US2008035569;WATER TREATMENT DEVICE AND METHOD THEREFOR;Vitamins
US2008008742;CHEWY PRODUCTS AND METHODS FOR MAKING THE SAME;Vitamins
US2016022733;NOVEL FORMULA OF IRON BASED NANOCOMPOSITES FOR RAPID AND EFFICIENT TREATMENT OF IRON DEFICIENCY ANEMIA;Vitamins
US4572376;Dial pill box;Vitamins
US2007141096;ENCAPSULATION OF SENSITIVE LIQUID COMPONENTS INTO A MATRIX TO OBTAIN DISCRETE SHELF-STABLE PARTICLES;Vitamins
US5894029;METHOD OF MAKING PET SNACK FOOD;Vitamins
US2002098253;ORAL COMPOSITIONS CONTAINING LOTUS;Vitamins
US2002039595;ORAL LIPOSOMAL DELIVERY SYSTEM;Vitamins
US6007856;OIL-IN-WATER DISPERSIONS OF BETA -CAROTENE AND OTHER CAROTENOIDS STABLE AGAINST OXIDATION PREPARED FROM WATER-DISPERSIBLE BEADLETS HAVING HIGH CONCENTRATIONS OF CAROTENOID;Vitamins
US3495988;ENCAPSULATION OF AROMAS AND FLAVORS;Vitamins
US2018200275;METHOD AND THE USE TO IMPROVE ORAL ABSORPTION OF NICOTINAMIDE AND NICOTINAMIDE RIBOSIDE;Vitamins
US3860733;MICROENCAPSULATED PRODUCT;Vitamins
US2011218209;NUTRIENT DELIEVRY DRUG COMPOSITION;Vitamins
US2014314884;HEALTH SUPPLEMENT USING GUARANA EXTRACT;Vitamins
US2011038986;VITAMIN PACKAGE AND DELIVERY METHOD;Vitamins
US2006188549;ANIMAL FEED COMPOSITIONS CAPABLE OF REDUCING THE INCIDENCE OF FESCUE TOXICOSIS IN MAMMALS;Vitamins
US6451351;METHOD FOR PREPARING GEL WITH CALCIUM SALTS OF ORGANIC ACIDS;Vitamins
US2003077269;SPHINGOMYELINASE COMPOSITIONS AND USE THEREOF;Vitamins
US2013149385;NANOFORMULATION OF VITAMIN D DERIVATIVES AND/OR VITAMIN D METABOLITES;Vitamins
US3821432;BLAND AMINO ACID COMPOSITIONS;Vitamins
US2011002966;Vaginal Suppository System and Method;Vitamins
US2018193483;DRUG FORMULATION BASED ON PARTICULATES COMPRISING POLYSACCHARIDE-VITAMIN CONJUGATE;Vitamins
US2003082272;PROCESS FOR PREPARING BEADS AS FOOD ADDITIVE;Vitamins
US2003003116;SKIN CARE AGENT AND METHOD OF SKIN CARE;Vitamins
US3395021;BEVERAGE POWDER PRODUCING PULPY MOUTH FEEL WHEN DISSOLVED;Vitamins
US6337089;Microcapsule containing core material and method for producing the same;Vitamins
US2005287652;DELTA-8 DESATURASE AND ITS USE IN MAKING POLYUNSATURATED FATTY ACIDS;Vitamins
US2002058088;COLOR STABLE IRON FORTIFIED COMPOSITIONS;Vitamins
US2004023820;LIQUID SOAP WITH VITAMIN BEADS AND METHOD FOR MAKING SAME;Vitamins
US4983403;GRANULES FOR FEEDING RUMINANTS WITH AN ENZYMATICALLY DEGRADABLE COATING;Vitamins
US2004047826;FRAGRANCE FORMULATION CONTAINING PEARLESCENT SILICONE OIL BEADS;Vitamins
US2009074860;NUTRITIONAL BEVERAGE WITH SKIN IMPROVEMENT AIDS;Vitamins
US2014272011;ENCAPSULATION COMPOSITIONS COMPRISING OF SPICES, HERBS, FRUIT, AND VEGETABLE POWDERS;Vitamins
US2018360070;FROZEN DESSERT BASED ON WHEY PROTEINS;Vitamins
US3521637;TAMPON OR SIMILAR SANITARY NAPKIN CONTAINING VITAMIN A;Vitamins
US2009053317;MICROPARTICULATE SYSTEMS FOR THE ORAL ADMINISTRATION OF BIOLOGICALLY ACTIVE SUBSTANCES;Vitamins
US5093128;RUMEN AND OTHER STOMACH CHAMBER BYPASS NUTRIENTS AND METHODS OF FABRICATION;Vitamins
US2001024658;PHARMACEUTICAL DOSAGE FORM FOR ORAL ADMINISTRATION OF HYDROPHILIC DRUGS, PARTICULARLY LOW MOLECULAR WEIGHT HEPARIN;Vitamins
US6177089;USE OF AT LEAST ONE SULPHONIC ACID FOR STIMULATING RENEWAL AND/OR EPIDERMAL REPAIR AND FOR COMBATTING CUTANEOUS AGING AND CONDITIONS;Vitamins
US2015056297;NUTRACEUTICAL COMBINATION FOR PREVENTION AND TREATMENT OF TYPE 2 DIABETES;Vitamins
